uuid,author_single
842c5961-fc9c-4781-b0b6-98c72da1df9e,"Shen, Ching-Fen"
842c5961-fc9c-4781-b0b6-98c72da1df9e,"Cheng, Chao-Min"
4738545e-ac01-4318-9fa2-7ea1b9c3716d,"Kleine-Weber, HS, S."
4738545e-ac01-4318-9fa2-7ea1b9c3716d,"Kruger, N."
4738545e-ac01-4318-9fa2-7ea1b9c3716d,"Prokscha, A."
4738545e-ac01-4318-9fa2-7ea1b9c3716d,"Naim, H. Y."
4738545e-ac01-4318-9fa2-7ea1b9c3716d,"Muller, M. A."
4738545e-ac01-4318-9fa2-7ea1b9c3716d,"Drosten, C."
4738545e-ac01-4318-9fa2-7ea1b9c3716d,"Pohlmann, S."
4738545e-ac01-4318-9fa2-7ea1b9c3716d,"Hoffmann, M."
5f125886-b24c-4d25-be40-d011cae769ce,"Bai, DF, L."
5f125886-b24c-4d25-be40-d011cae769ce,"Xia, S."
5f125886-b24c-4d25-be40-d011cae769ce,"Ke, W."
5f125886-b24c-4d25-be40-d011cae769ce,"Wang, J."
5f125886-b24c-4d25-be40-d011cae769ce,"Wu, X."
5f125886-b24c-4d25-be40-d011cae769ce,"Fang, P."
5f125886-b24c-4d25-be40-d011cae769ce,"Xiao, S."
6d906e65-f57d-4687-8072-0e318ef742a2,"Li, BZ, L."
6d906e65-f57d-4687-8072-0e318ef742a2,"Li, H."
6d906e65-f57d-4687-8072-0e318ef742a2,"Ding, Q."
6d906e65-f57d-4687-8072-0e318ef742a2,"Wang, Y."
6d906e65-f57d-4687-8072-0e318ef742a2,"Wei, Z."
752d1dbb-0c24-413c-9b7e-5dea6f606735,"Boley, PAA, M. A."
752d1dbb-0c24-413c-9b7e-5dea6f606735,"Lossie, G."
752d1dbb-0c24-413c-9b7e-5dea6f606735,"Yadav, K. K."
752d1dbb-0c24-413c-9b7e-5dea6f606735,"Vasquez-Lee, M."
752d1dbb-0c24-413c-9b7e-5dea6f606735,"Saif, L. J."
752d1dbb-0c24-413c-9b7e-5dea6f606735,"Kenney, S. P."
362f7d87-27c1-470a-b1c6-4665b7e877e5,"Si, FH, X."
362f7d87-27c1-470a-b1c6-4665b7e877e5,"Wang, C."
362f7d87-27c1-470a-b1c6-4665b7e877e5,"Chen, B."
362f7d87-27c1-470a-b1c6-4665b7e877e5,"Wang, R."
362f7d87-27c1-470a-b1c6-4665b7e877e5,"Dong, S."
362f7d87-27c1-470a-b1c6-4665b7e877e5,"Yu, R."
362f7d87-27c1-470a-b1c6-4665b7e877e5,"Li, Z."
ead22f16-915e-4a38-a7b2-3d6dc9c7ed64,"Liu, RH, H."
ead22f16-915e-4a38-a7b2-3d6dc9c7ed64,"Liu, F."
ead22f16-915e-4a38-a7b2-3d6dc9c7ed64,"Lv, Z."
ead22f16-915e-4a38-a7b2-3d6dc9c7ed64,"Wu, K."
ead22f16-915e-4a38-a7b2-3d6dc9c7ed64,"Liu, Y."
ead22f16-915e-4a38-a7b2-3d6dc9c7ed64,"Feng, Y."
ead22f16-915e-4a38-a7b2-3d6dc9c7ed64,"Zhu, C."
c21fdc2a-e01a-4817-9bad-684b0d4bd69b,"Ge, Z-yY, Lu-ming"
c21fdc2a-e01a-4817-9bad-684b0d4bd69b,"Xia, Jia-jia"
c21fdc2a-e01a-4817-9bad-684b0d4bd69b,"Fu, Xiao-hui"
c21fdc2a-e01a-4817-9bad-684b0d4bd69b,"Zhang, Yan-zhen"
3c8d839d-4d83-43e7-9c04-1e7c7f5d4a95,"Smith, SLS, David A."
3c8d839d-4d83-43e7-9c04-1e7c7f5d4a95,"Noble, P. J."
3c8d839d-4d83-43e7-9c04-1e7c7f5d4a95,"Radford, Alan D."
3c8d839d-4d83-43e7-9c04-1e7c7f5d4a95,"Brant, Beth"
3c8d839d-4d83-43e7-9c04-1e7c7f5d4a95,"Pinchbeck, Gina L."
3c8d839d-4d83-43e7-9c04-1e7c7f5d4a95,"Appleton, Charlotte"
3c8d839d-4d83-43e7-9c04-1e7c7f5d4a95,"Jewell, Chris"
3c8d839d-4d83-43e7-9c04-1e7c7f5d4a95,"Newton, Richard"
3c8d839d-4d83-43e7-9c04-1e7c7f5d4a95,"Carmen Tamayo, Cuartero"
3c8d839d-4d83-43e7-9c04-1e7c7f5d4a95,"SÃ¡nchez-VizcaÃ­no, Fernando"
86a1e9ca-4555-40b9-9494-594a98c1a3f5,"Di Pierro, FB, A."
86a1e9ca-4555-40b9-9494-594a98c1a3f5,"Cavecchia, I."
2183a5a5-abe1-424a-885b-b129daa47f0a,"Xing, YM, P."
2183a5a5-abe1-424a-885b-b129daa47f0a,"Xiao, Y."
2183a5a5-abe1-424a-885b-b129daa47f0a,"Zhao, O."
2183a5a5-abe1-424a-885b-b129daa47f0a,"Zhang, Y."
2183a5a5-abe1-424a-885b-b129daa47f0a,"Wang, F."
31054f37-6e6b-4b65-973e-4211262cb0bd,"Tian, XL, C."
31054f37-6e6b-4b65-973e-4211262cb0bd,"Huang, A."
31054f37-6e6b-4b65-973e-4211262cb0bd,"Xia, S."
31054f37-6e6b-4b65-973e-4211262cb0bd,"Lu, S."
31054f37-6e6b-4b65-973e-4211262cb0bd,"Shi, Z."
31054f37-6e6b-4b65-973e-4211262cb0bd,"Lu, L."
31054f37-6e6b-4b65-973e-4211262cb0bd,"Jiang, S."
31054f37-6e6b-4b65-973e-4211262cb0bd,"Yang, Z."
31054f37-6e6b-4b65-973e-4211262cb0bd,"Wu, Y."
31054f37-6e6b-4b65-973e-4211262cb0bd,"Ying, T."
4bbbc1fe-62e9-47d9-8181-1ff7a89fb82c,"Lei, CF, Wenyan"
4bbbc1fe-62e9-47d9-8181-1ff7a89fb82c,"Qian, Kewen"
4bbbc1fe-62e9-47d9-8181-1ff7a89fb82c,"Li, Tian"
4bbbc1fe-62e9-47d9-8181-1ff7a89fb82c,"Zhang, Sheng"
4bbbc1fe-62e9-47d9-8181-1ff7a89fb82c,"Ding, Min"
4bbbc1fe-62e9-47d9-8181-1ff7a89fb82c,"Hu, Shi"
97b91fb3-9b0c-4900-9788-d9435d3b23fb,"Sun, ZT, K."
97b91fb3-9b0c-4900-9788-d9435d3b23fb,"Kumar, S. S."
97b91fb3-9b0c-4900-9788-d9435d3b23fb,"He, G."
97b91fb3-9b0c-4900-9788-d9435d3b23fb,"Liu, S. V."
b886b3d7-ddd5-4b5d-9acd-c1a15340f0a9,"Glasper, A"
4a794cfd-e2b7-491a-8b6c-da20f509bbe0,"Duff, E"
22185dc3-31a3-4382-a105-af80314bf09f,"Neher, RAD, R."
22185dc3-31a3-4382-a105-af80314bf09f,"Druelle, V."
22185dc3-31a3-4382-a105-af80314bf09f,"Hodcroft, E. B."
22185dc3-31a3-4382-a105-af80314bf09f,"Albert, J."
d8131213-5371-4240-a827-b44daf44879b,"Arya, RD, Amit"
d8131213-5371-4240-a827-b44daf44879b,"Prashar, Vishal"
d8131213-5371-4240-a827-b44daf44879b,"Kumar, Mukesh"
aa86137c-9240-4797-ac80-9523a9639288,"Liu, XW, Xiu-Jie"
6d3dbbfd-91fc-4a02-a1ae-ad32d228ddeb,"Zhang, LL, Y."
134b5c5c-d5e2-43a5-b027-e11287eedc42,"Schwartz, DAG, A. L."
42ce8546-6221-476f-bb4f-16432f5a82d4,"Schwartz, DAG, A. L."
812aeac4-57db-4944-8652-f84cf9c73e2e,"Li, XZ, J."
812aeac4-57db-4944-8652-f84cf9c73e2e,"Wang, X."
812aeac4-57db-4944-8652-f84cf9c73e2e,"Li, Y."
eeed8e5f-ad66-4d45-9f94-8f4fa5b8a59d,"Lippi, GS, A. M."
eeed8e5f-ad66-4d45-9f94-8f4fa5b8a59d,"Plebani, M."
5da4d3f4-a1f1-49a6-a3e4-59a3aa4349ac,"Tong, ZDT, A."
5da4d3f4-a1f1-49a6-a3e4-59a3aa4349ac,"Li, K. F."
5da4d3f4-a1f1-49a6-a3e4-59a3aa4349ac,"Li, P."
5da4d3f4-a1f1-49a6-a3e4-59a3aa4349ac,"Wang, H. L."
5da4d3f4-a1f1-49a6-a3e4-59a3aa4349ac,"Yi, J. P."
5da4d3f4-a1f1-49a6-a3e4-59a3aa4349ac,"Zhang, Y. L."
5da4d3f4-a1f1-49a6-a3e4-59a3aa4349ac,"Yan, J. B."
e0288852-86b2-4767-b446-c49ebc9fd62c,"Pang, JW, M. X."
e0288852-86b2-4767-b446-c49ebc9fd62c,"Ang, I. Y. H."
e0288852-86b2-4767-b446-c49ebc9fd62c,"Tan, S. H. X."
e0288852-86b2-4767-b446-c49ebc9fd62c,"Lewis, R. F."
e0288852-86b2-4767-b446-c49ebc9fd62c,"Chen, J. I."
e0288852-86b2-4767-b446-c49ebc9fd62c,"Gutierrez, R. A."
e0288852-86b2-4767-b446-c49ebc9fd62c,"Gwee, S. X. W."
e0288852-86b2-4767-b446-c49ebc9fd62c,"Chua, P. E. Y."
e0288852-86b2-4767-b446-c49ebc9fd62c,"Yang, Q."
e0288852-86b2-4767-b446-c49ebc9fd62c,"Ng, X. Y."
e0288852-86b2-4767-b446-c49ebc9fd62c,"Yap, R. K."
e0288852-86b2-4767-b446-c49ebc9fd62c,"Tan, H. Y."
e0288852-86b2-4767-b446-c49ebc9fd62c,"Teo, Y. Y."
e0288852-86b2-4767-b446-c49ebc9fd62c,"Tan, C. C."
e0288852-86b2-4767-b446-c49ebc9fd62c,"Cook, A. R."
e0288852-86b2-4767-b446-c49ebc9fd62c,"Yap, J. C."
e0288852-86b2-4767-b446-c49ebc9fd62c,"Hsu, L. Y."
7aff68e1-e5a2-4eff-90d4-2cb1995edcca,"Kampf, G"
a9014553-c97a-4c9b-95d3-c663ade64133,"Johnson, HCG, C. M."
a9014553-c97a-4c9b-95d3-c663ade64133,"Colzani, E."
a9014553-c97a-4c9b-95d3-c663ade64133,"Kinsman, J."
a9014553-c97a-4c9b-95d3-c663ade64133,"Alexakis, L."
a9014553-c97a-4c9b-95d3-c663ade64133,"Beaute, J."
a9014553-c97a-4c9b-95d3-c663ade64133,"Wurz, A."
a9014553-c97a-4c9b-95d3-c663ade64133,"Tsolova, S."
a9014553-c97a-4c9b-95d3-c663ade64133,"Bundle, N."
a9014553-c97a-4c9b-95d3-c663ade64133,"Ekdahl, K."
658a0d3c-2ee1-4c02-a460-1bdfa720f883,"Fast, EA, Russ B."
658a0d3c-2ee1-4c02-a460-1bdfa720f883,"Chen, Binbin"
d5832753-8435-4baa-a738-ceee6fa40cea,"Nguyen, DDG, Kaifu"
d5832753-8435-4baa-a738-ceee6fa40cea,"Chen, Jiahui"
d5832753-8435-4baa-a738-ceee6fa40cea,"Wang, Rui"
d5832753-8435-4baa-a738-ceee6fa40cea,"Wei, Guo-Wei"
1d79b6ae-3a38-4872-8fc2-170926ddfe83,"Nai, C"
3578d414-cc24-4f23-bd1c-6df7404e82e8,"Ren, YZ, Xiaoxiang"
3578d414-cc24-4f23-bd1c-6df7404e82e8,"Li, Jin"
3578d414-cc24-4f23-bd1c-6df7404e82e8,"Wang, Yanzhao"
3578d414-cc24-4f23-bd1c-6df7404e82e8,"Shan, Jie"
3578d414-cc24-4f23-bd1c-6df7404e82e8,"Nai, Cunjian"
abeb86de-ae28-4b5d-b8b0-51d5346cb110,"Wax, RSC, M. D."
9f62dce9-997e-4a42-a57d-fb49d3df9a0f,"Yao, GZ, Xiaoxiang"
9f62dce9-997e-4a42-a57d-fb49d3df9a0f,"Wang, Huoming"
9f62dce9-997e-4a42-a57d-fb49d3df9a0f,"Li, Jin"
9f62dce9-997e-4a42-a57d-fb49d3df9a0f,"Tian, Jian"
9f62dce9-997e-4a42-a57d-fb49d3df9a0f,"Wang, Liang"
a388049b-de15-410c-9248-2638ffec6987,"Chen, B"
9ac7febd-abb0-4266-bb84-ea0e90381aee,"Beck, BRS, Bonggun"
9ac7febd-abb0-4266-bb84-ea0e90381aee,"Choi, Yoonjung"
9ac7febd-abb0-4266-bb84-ea0e90381aee,"Park, Sungsoo"
9ac7febd-abb0-4266-bb84-ea0e90381aee,"Kang, Keunsoo"
bec936b6-aee5-4233-8d4d-344d22117c57,"Fan, CL, L."
bec936b6-aee5-4233-8d4d-344d22117c57,"Guo, W."
bec936b6-aee5-4233-8d4d-344d22117c57,"Yang, A."
bec936b6-aee5-4233-8d4d-344d22117c57,"Ye, C."
bec936b6-aee5-4233-8d4d-344d22117c57,"Jilili, M."
bec936b6-aee5-4233-8d4d-344d22117c57,"Ren, M."
bec936b6-aee5-4233-8d4d-344d22117c57,"Xu, P."
bec936b6-aee5-4233-8d4d-344d22117c57,"Long, H."
bec936b6-aee5-4233-8d4d-344d22117c57,"Wang, Y."
26bf46af-af8d-49ed-9e09-f7ed6a5d621e,"Zhao, C-HW, Hui-Tao"
26bf46af-af8d-49ed-9e09-f7ed6a5d621e,"Che, He-Bin"
26bf46af-af8d-49ed-9e09-f7ed6a5d621e,"Song, Ya-Nan"
26bf46af-af8d-49ed-9e09-f7ed6a5d621e,"Zhao, Yu-Zhuo"
26bf46af-af8d-49ed-9e09-f7ed6a5d621e,"Li, Kai-Yuan"
26bf46af-af8d-49ed-9e09-f7ed6a5d621e,"Xiao, Hong-Ju"
26bf46af-af8d-49ed-9e09-f7ed6a5d621e,"Zhai, Yong-Zhi"
26bf46af-af8d-49ed-9e09-f7ed6a5d621e,"Liu, Xin"
26bf46af-af8d-49ed-9e09-f7ed6a5d621e,"Lu, Hong-Xi"
26bf46af-af8d-49ed-9e09-f7ed6a5d621e,"Li, Tan-Shi"
eccce709-75f0-4a0b-a27f-ad47726e7eec,"Kuniya, T"
9ade2426-3223-4c9a-8ce4-ef522bfae7e1,"Chen, YWY, Chin-Pang Bennu"
9ade2426-3223-4c9a-8ce4-ef522bfae7e1,"Wong, Kwok-Yin"
9b17b210-bf15-4825-a203-aa30222427e8,"Zeng, ZL, Zhi"
9b17b210-bf15-4825-a203-aa30222427e8,"Du, Hongwu"
f852f5bd-26bd-454b-bc79-be182f5f10f9,"Liu, DL, L."
f852f5bd-26bd-454b-bc79-be182f5f10f9,"Wu, X."
f852f5bd-26bd-454b-bc79-be182f5f10f9,"Zheng, D."
f852f5bd-26bd-454b-bc79-be182f5f10f9,"Wang, J."
f852f5bd-26bd-454b-bc79-be182f5f10f9,"Yang, L."
f852f5bd-26bd-454b-bc79-be182f5f10f9,"Zheng, C."
5573849a-3a8b-4bca-a553-fb44f447b428,Oms
1b375e46-6354-43d5-9ade-1013bbb37423,"Gobierno de Canarias. Servicio Canario de la, S"
f159abb8-de44-467d-b420-d144cf61606c,"EspaÃ±a. Ministerio de Sanidad. Centro de CoordinaciÃ³n de Alertas y Emergencias, S"
03a94133-b913-45f2-9eef-6aff7d4c9e38,"Wang, YjZ, Na"
03a94133-b913-45f2-9eef-6aff7d4c9e38,"Lv, Han lu"
03a94133-b913-45f2-9eef-6aff7d4c9e38,"Zhou, Yi biao"
41f20b19-d615-4e16-94e9-2432fbe86ff2,"Emma, HB"
6d71c6e6-b18b-496c-a8e1-917686db7b79,"Zhao, SL, Q."
6d71c6e6-b18b-496c-a8e1-917686db7b79,"Ran, J."
6d71c6e6-b18b-496c-a8e1-917686db7b79,"Musa, S. S."
6d71c6e6-b18b-496c-a8e1-917686db7b79,"Yang, G."
6d71c6e6-b18b-496c-a8e1-917686db7b79,"Wang, W."
6d71c6e6-b18b-496c-a8e1-917686db7b79,"Lou, Y."
6d71c6e6-b18b-496c-a8e1-917686db7b79,"Gao, D."
6d71c6e6-b18b-496c-a8e1-917686db7b79,"Yang, L."
6d71c6e6-b18b-496c-a8e1-917686db7b79,"He, D."
6d71c6e6-b18b-496c-a8e1-917686db7b79,"Wang, M. H."
74eff949-921a-491e-b1b4-23f27ed46f97,"Zhuang, ZZ, S."
74eff949-921a-491e-b1b4-23f27ed46f97,"Lin, Q."
74eff949-921a-491e-b1b4-23f27ed46f97,"Cao, P."
74eff949-921a-491e-b1b4-23f27ed46f97,"Lou, Y."
74eff949-921a-491e-b1b4-23f27ed46f97,"Yang, L."
74eff949-921a-491e-b1b4-23f27ed46f97,"He, D."
fa516b79-a508-45a6-8ace-d717240d08c6,"Ahmed, SFQ, A. A."
fa516b79-a508-45a6-8ace-d717240d08c6,"McKay, M. R."
45ab946f-2435-470d-9dc3-48e7f5b637e1,"Stranieri, AP, M."
45ab946f-2435-470d-9dc3-48e7f5b637e1,"Pisu, M. C."
45ab946f-2435-470d-9dc3-48e7f5b637e1,"Fioletti, A."
45ab946f-2435-470d-9dc3-48e7f5b637e1,"Meazzi, S."
45ab946f-2435-470d-9dc3-48e7f5b637e1,"Gelain, M. E."
45ab946f-2435-470d-9dc3-48e7f5b637e1,"Bonsembiante, F."
45ab946f-2435-470d-9dc3-48e7f5b637e1,"Lauzi, S."
45ab946f-2435-470d-9dc3-48e7f5b637e1,"Paltrinieri, S."
1f4361af-3fb3-4bb2-b1b0-b1ad696a489f,"Zhou, TL, Q."
1f4361af-3fb3-4bb2-b1b0-b1ad696a489f,"Yang, Z."
1f4361af-3fb3-4bb2-b1b0-b1ad696a489f,"Liao, J."
1f4361af-3fb3-4bb2-b1b0-b1ad696a489f,"Yang, K."
1f4361af-3fb3-4bb2-b1b0-b1ad696a489f,"Bai, W."
1f4361af-3fb3-4bb2-b1b0-b1ad696a489f,"Lu, X."
1f4361af-3fb3-4bb2-b1b0-b1ad696a489f,"Zhang, W."
e4185785-fbf6-4bd8-b9f4-ea5c0065e455,"Li, XL, M."
e4185785-fbf6-4bd8-b9f4-ea5c0065e455,"Zhao, Q."
e4185785-fbf6-4bd8-b9f4-ea5c0065e455,"Liu, R."
e4185785-fbf6-4bd8-b9f4-ea5c0065e455,"Zhang, H."
e4185785-fbf6-4bd8-b9f4-ea5c0065e455,"Dong, M."
e4185785-fbf6-4bd8-b9f4-ea5c0065e455,"Xu, S."
e4185785-fbf6-4bd8-b9f4-ea5c0065e455,"Zhao, H."
e4185785-fbf6-4bd8-b9f4-ea5c0065e455,"Wei, S."
e4185785-fbf6-4bd8-b9f4-ea5c0065e455,"Song, Z."
e4185785-fbf6-4bd8-b9f4-ea5c0065e455,"Chen, G."
e4185785-fbf6-4bd8-b9f4-ea5c0065e455,"Chen, J."
78730f26-e309-4c97-848e-486df082edca,"Chen, SZ, Ce"
78730f26-e309-4c97-848e-486df082edca,"Ren, Ping"
9c7e9e46-caa7-4d35-b923-b86f04d125c4,"Kato, TT, Yoshihiro"
9c7e9e46-caa7-4d35-b923-b86f04d125c4,"Kumar Deo, Vipin"
9c7e9e46-caa7-4d35-b923-b86f04d125c4,"Park, Enoch Y."
3e6d1b62-d4a3-47b9-970c-784dd8ff102b,"Gilbert, MP, G."
3e6d1b62-d4a3-47b9-970c-784dd8ff102b,"Pinotti, F."
3e6d1b62-d4a3-47b9-970c-784dd8ff102b,"Valdano, E."
3e6d1b62-d4a3-47b9-970c-784dd8ff102b,"Poletto, C."
3e6d1b62-d4a3-47b9-970c-784dd8ff102b,"Boelle, P. Y."
3e6d1b62-d4a3-47b9-970c-784dd8ff102b,"D'Ortenzio, E."
3e6d1b62-d4a3-47b9-970c-784dd8ff102b,"Yazdanpanah, Y."
3e6d1b62-d4a3-47b9-970c-784dd8ff102b,"Eholie, S. P."
3e6d1b62-d4a3-47b9-970c-784dd8ff102b,"Altmann, M."
3e6d1b62-d4a3-47b9-970c-784dd8ff102b,"Gutierrez, B."
3e6d1b62-d4a3-47b9-970c-784dd8ff102b,"Kraemer, M. U. G."
3e6d1b62-d4a3-47b9-970c-784dd8ff102b,"Colizza, V."
239b1710-6261-4bda-be35-c84829c3951d,"Wong, JG, Q. Y."
239b1710-6261-4bda-be35-c84829c3951d,"Tan, Z."
239b1710-6261-4bda-be35-c84829c3951d,"Lie, S. A."
239b1710-6261-4bda-be35-c84829c3951d,"Tay, Y. C."
239b1710-6261-4bda-be35-c84829c3951d,"Ng, S. Y."
239b1710-6261-4bda-be35-c84829c3951d,"Soh, C. R."
e459311b-3228-46d7-afd0-1a6df02e71c1,"Satia, IC, R."
e459311b-3228-46d7-afd0-1a6df02e71c1,"Greene, J. M."
e459311b-3228-46d7-afd0-1a6df02e71c1,"O'Byrne, P. M."
e459311b-3228-46d7-afd0-1a6df02e71c1,"Killian, K. J."
e459311b-3228-46d7-afd0-1a6df02e71c1,"Johnston, N."
4f15f9a0-d0c1-4acb-872d-16b290e57002,"Li, BY, J."
4f15f9a0-d0c1-4acb-872d-16b290e57002,"Zhao, F."
4f15f9a0-d0c1-4acb-872d-16b290e57002,"Zhi, L."
4f15f9a0-d0c1-4acb-872d-16b290e57002,"Wang, X."
4f15f9a0-d0c1-4acb-872d-16b290e57002,"Liu, L."
4f15f9a0-d0c1-4acb-872d-16b290e57002,"Bi, Z."
4f15f9a0-d0c1-4acb-872d-16b290e57002,"Zhao, Y."
0a0db400-5d00-4d70-b426-457b12953ef8,"McKay, LAM, M."
0a0db400-5d00-4d70-b426-457b12953ef8,"Snead, E."
0a0db400-5d00-4d70-b426-457b12953ef8,"Brannen, T."
0a0db400-5d00-4d70-b426-457b12953ef8,"Mutlow, N."
0a0db400-5d00-4d70-b426-457b12953ef8,"Ruelle, L."
0a0db400-5d00-4d70-b426-457b12953ef8,"Davies, J. L."
0a0db400-5d00-4d70-b426-457b12953ef8,"van der Meer, F."
b2ca62bd-4f3f-4242-87ab-5793ad4a97c5,"Zhang, FL, Suxian"
b2ca62bd-4f3f-4242-87ab-5793ad4a97c5,"Gu, Jun"
b2ca62bd-4f3f-4242-87ab-5793ad4a97c5,"Li, Zhiquan"
b2ca62bd-4f3f-4242-87ab-5793ad4a97c5,"Li, Kai"
b2ca62bd-4f3f-4242-87ab-5793ad4a97c5,"Yuan, Weifeng"
b2ca62bd-4f3f-4242-87ab-5793ad4a97c5,"Ye, Yu"
b2ca62bd-4f3f-4242-87ab-5793ad4a97c5,"Li, Hao"
b2ca62bd-4f3f-4242-87ab-5793ad4a97c5,"Ding, Zhen"
b2ca62bd-4f3f-4242-87ab-5793ad4a97c5,"Song, Deping"
b2ca62bd-4f3f-4242-87ab-5793ad4a97c5,"Tang, Yuxin"
cf337cd8-c0dc-4c67-8470-a811662710cc,"Liu, NZ, Fan"
cf337cd8-c0dc-4c67-8470-a811662710cc,"Wei, Cun"
cf337cd8-c0dc-4c67-8470-a811662710cc,"Jia, Yanpu"
cf337cd8-c0dc-4c67-8470-a811662710cc,"Shang, Zhilei"
cf337cd8-c0dc-4c67-8470-a811662710cc,"Sun, Luna"
cf337cd8-c0dc-4c67-8470-a811662710cc,"Wu, Lili"
cf337cd8-c0dc-4c67-8470-a811662710cc,"Sun, Zhuoer"
cf337cd8-c0dc-4c67-8470-a811662710cc,"Zhou, Yaoguang"
cf337cd8-c0dc-4c67-8470-a811662710cc,"Wang, Yan"
cf337cd8-c0dc-4c67-8470-a811662710cc,"Liu, Weizhi"
5a6477e1-2bba-4a73-b65b-6469befa8fad,"Cruvinel, LBA, H."
5a6477e1-2bba-4a73-b65b-6469befa8fad,"Zapa, D. M. B."
5a6477e1-2bba-4a73-b65b-6469befa8fad,"Nicaretta, J. E."
5a6477e1-2bba-4a73-b65b-6469befa8fad,"Couto, L. F. M."
5a6477e1-2bba-4a73-b65b-6469befa8fad,"Heller, L. M."
5a6477e1-2bba-4a73-b65b-6469befa8fad,"Bastos, T. S. A."
5a6477e1-2bba-4a73-b65b-6469befa8fad,"Cruz, B. C."
5a6477e1-2bba-4a73-b65b-6469befa8fad,"Soares, V. E."
5a6477e1-2bba-4a73-b65b-6469befa8fad,"Teixeira, W. F."
5a6477e1-2bba-4a73-b65b-6469befa8fad,"de Oliveira, J. S."
5a6477e1-2bba-4a73-b65b-6469befa8fad,"Fritzen, J. T."
5a6477e1-2bba-4a73-b65b-6469befa8fad,"Alfieri, A. A."
5a6477e1-2bba-4a73-b65b-6469befa8fad,"Freire, R. L."
5a6477e1-2bba-4a73-b65b-6469befa8fad,"Lopes, W. D. Z."
0b951e15-fb29-48d0-93f5-f3f2ff80b0aa,"Yang, JZ, Y."
0b951e15-fb29-48d0-93f5-f3f2ff80b0aa,"Gou, X."
0b951e15-fb29-48d0-93f5-f3f2ff80b0aa,"Pu, K."
0b951e15-fb29-48d0-93f5-f3f2ff80b0aa,"Chen, Z."
0b951e15-fb29-48d0-93f5-f3f2ff80b0aa,"Guo, Q."
0b951e15-fb29-48d0-93f5-f3f2ff80b0aa,"Ji, R."
0b951e15-fb29-48d0-93f5-f3f2ff80b0aa,"Wang, H."
0b951e15-fb29-48d0-93f5-f3f2ff80b0aa,"Wang, Y."
0b951e15-fb29-48d0-93f5-f3f2ff80b0aa,"Zhou, Y."
7d8a871d-9b64-4ac2-b556-17bf4b98a2a7,"Wang, JwT, Tetsuya"
7d8a871d-9b64-4ac2-b556-17bf4b98a2a7,"Zhao, Tian chen"
7d8a871d-9b64-4ac2-b556-17bf4b98a2a7,"Tsuda, Kenji"
7d8a871d-9b64-4ac2-b556-17bf4b98a2a7,"Yamashita, Erika"
7d8a871d-9b64-4ac2-b556-17bf4b98a2a7,"Kami, Masahiro"
7d8a871d-9b64-4ac2-b556-17bf4b98a2a7,"Jiang, Qing wu"
23ee775c-1ea0-462f-9fe0-e09992744fea,"Cirone, FP, Barbara"
23ee775c-1ea0-462f-9fe0-e09992744fea,"Tullio, Daniele"
23ee775c-1ea0-462f-9fe0-e09992744fea,"Capozza, Paolo"
23ee775c-1ea0-462f-9fe0-e09992744fea,"Losurdo, Michele"
23ee775c-1ea0-462f-9fe0-e09992744fea,"Lanave, Gianvito"
23ee775c-1ea0-462f-9fe0-e09992744fea,"Pratelli, Annamaria"
d8001b3a-ea29-4d15-ae4d-9c03d23f7996,"MinistÃ©rio da, S"
4e4e402d-d638-4f56-834a-a0d0d52f63b9,"OrganizaÃ§Ã£o Pan-Americana da, S"
fff68f3e-9def-4665-983d-fdbc10a4c5ab,"EspaÃ±a. Ministerio de Sanidad. Centro de CoordinaciÃ³n de Alertas y Emergencias Sanitarias, c"
1da4ae38-087b-4f9a-aabb-02296e93049f,Nature
df67ac73-c05d-4dbe-87a5-226c42fa7357,"Ye, QL, Wei"
df67ac73-c05d-4dbe-87a5-226c42fa7357,"Zhou, Mingming"
df67ac73-c05d-4dbe-87a5-226c42fa7357,"Fu, Junfen"
df67ac73-c05d-4dbe-87a5-226c42fa7357,"Shu, Qiang"
df67ac73-c05d-4dbe-87a5-226c42fa7357,"Gong, Fangqi"
df67ac73-c05d-4dbe-87a5-226c42fa7357,"Shang, Shiqiang"
58a43171-1092-4392-a88c-883b2d4229c1,"Yu, JH, Lin"
58a43171-1092-4392-a88c-883b2d4229c1,"Guo, Qin"
58a43171-1092-4392-a88c-883b2d4229c1,"Zhu, Dan"
58a43171-1092-4392-a88c-883b2d4229c1,"Xu, Jing"
58a43171-1092-4392-a88c-883b2d4229c1,"Liao, Tongquan"
1d3dfa80-36da-4307-99da-02522ae54556,"Li, GT, Guoliang"
1d3dfa80-36da-4307-99da-02522ae54556,"Liu, Yuan"
1d3dfa80-36da-4307-99da-02522ae54556,"Xu, Zhu"
1d3dfa80-36da-4307-99da-02522ae54556,"Feng, Hao"
1d3dfa80-36da-4307-99da-02522ae54556,"Zhang, Yali"
1d3dfa80-36da-4307-99da-02522ae54556,"Xing, Wei"
1d3dfa80-36da-4307-99da-02522ae54556,"Xu, Zhifeng"
f1ffe8ab-9535-4568-9172-ae8c0d19884d,"McAleer, M"
5d189d17-63fa-439b-8dc4-7e63753c201d,"Boonyaratanakornkit, JE, J. A."
5d189d17-63fa-439b-8dc4-7e63753c201d,"Magaret, A. S."
5d189d17-63fa-439b-8dc4-7e63753c201d,"Bu, Y."
5d189d17-63fa-439b-8dc4-7e63753c201d,"Tielsch, J. M."
5d189d17-63fa-439b-8dc4-7e63753c201d,"Khatry, S. K."
